Start (ns),Duration (ns),Name,Result,CorrID,Pid,Tid,T-Pri,Thread Name
237985125,92,cuGetProcAddress,0,452,29549,29549,20,mnistCUDNN_impr
237985310,107,cuGetProcAddress,0,453,29549,29549,20,mnistCUDNN_impr
237985511,145,cuGetProcAddress,0,454,29549,29549,20,mnistCUDNN_impr
237985754,109,cuGetProcAddress,0,455,29549,29549,20,mnistCUDNN_impr
237985959,89,cuGetProcAddress,0,456,29549,29549,20,mnistCUDNN_impr
237986146,81,cuGetProcAddress,0,457,29549,29549,20,mnistCUDNN_impr
237986325,89,cuGetProcAddress,0,458,29549,29549,20,mnistCUDNN_impr
237986507,81,cuGetProcAddress,0,459,29549,29549,20,mnistCUDNN_impr
237986685,153,cuGetProcAddress,0,460,29549,29549,20,mnistCUDNN_impr
237986934,135,cuGetProcAddress,0,461,29549,29549,20,mnistCUDNN_impr
237987165,133,cuGetProcAddress,0,462,29549,29549,20,mnistCUDNN_impr
237987392,91,cuGetProcAddress,0,463,29549,29549,20,mnistCUDNN_impr
237987579,150,cuGetProcAddress,0,464,29549,29549,20,mnistCUDNN_impr
237987823,115,cuGetProcAddress,0,465,29549,29549,20,mnistCUDNN_impr
237988036,104,cuGetProcAddress,0,466,29549,29549,20,mnistCUDNN_impr
237988235,99,cuGetProcAddress,0,467,29549,29549,20,mnistCUDNN_impr
237988433,121,cuGetProcAddress,0,468,29549,29549,20,mnistCUDNN_impr
237988649,99,cuGetProcAddress,0,469,29549,29549,20,mnistCUDNN_impr
237988843,131,cuGetProcAddress,0,470,29549,29549,20,mnistCUDNN_impr
237989065,133,cuGetProcAddress,0,471,29549,29549,20,mnistCUDNN_impr
237989296,134,cuGetProcAddress,0,472,29549,29549,20,mnistCUDNN_impr
237989526,143,cuGetProcAddress,0,473,29549,29549,20,mnistCUDNN_impr
237989762,215,cuGetProcAddress,0,474,29549,29549,20,mnistCUDNN_impr
237990072,136,cuGetProcAddress,0,475,29549,29549,20,mnistCUDNN_impr
237990303,142,cuGetProcAddress,0,476,29549,29549,20,mnistCUDNN_impr
237990539,113,cuGetProcAddress,0,477,29549,29549,20,mnistCUDNN_impr
237990744,127,cuGetProcAddress,0,478,29549,29549,20,mnistCUDNN_impr
237990968,114,cuGetProcAddress,0,479,29549,29549,20,mnistCUDNN_impr
237991174,116,cuGetProcAddress,0,480,29549,29549,20,mnistCUDNN_impr
237991381,95,cuGetProcAddress,0,481,29549,29549,20,mnistCUDNN_impr
237991571,83,cuGetProcAddress,0,482,29549,29549,20,mnistCUDNN_impr
237991750,118,cuGetProcAddress,0,483,29549,29549,20,mnistCUDNN_impr
237991963,103,cuGetProcAddress,0,484,29549,29549,20,mnistCUDNN_impr
237992167,115,cuGetProcAddress,0,485,29549,29549,20,mnistCUDNN_impr
237992378,120,cuGetProcAddress,0,486,29549,29549,20,mnistCUDNN_impr
237992592,105,cuGetProcAddress,0,487,29549,29549,20,mnistCUDNN_impr
237992811,115,cuGetProcAddress,0,488,29549,29549,20,mnistCUDNN_impr
237993021,160,cuGetProcAddress,0,489,29549,29549,20,mnistCUDNN_impr
237994000,1180,cuInit,0,491,29549,29549,20,mnistCUDNN_impr
237996171,106,cuModuleGetLoadingMode,0,492,29549,29549,20,mnistCUDNN_impr
238148265,62952901,cudaFree,0,596,29549,29549,20,mnistCUDNN_impr
301224697,64826,cudaGetDeviceProperties,0,621,29549,29549,20,mnistCUDNN_impr
301292027,31912,cudaStreamCreateWithFlags,0,625,29549,29549,20,mnistCUDNN_impr
301324169,1814,cudaStreamCreateWithFlags,0,626,29549,29549,20,mnistCUDNN_impr
301326129,1435,cudaStreamCreateWithFlags,0,627,29549,29549,20,mnistCUDNN_impr
301327704,1315,cudaStreamCreateWithFlags,0,628,29549,29549,20,mnistCUDNN_impr
301329149,1476,cudaStreamCreateWithFlags,0,629,29549,29549,20,mnistCUDNN_impr
301330759,1269,cudaStreamCreateWithFlags,0,630,29549,29549,20,mnistCUDNN_impr
301332169,1421,cudaStreamCreateWithFlags,0,631,29549,29549,20,mnistCUDNN_impr
301333708,1426,cudaStreamCreateWithFlags,0,632,29549,29549,20,mnistCUDNN_impr
301335272,127042,cudaStreamCreateWithFlags,0,633,29549,29549,20,mnistCUDNN_impr
301462878,1961,cudaStreamCreateWithFlags,0,634,29549,29549,20,mnistCUDNN_impr
301464985,1358,cudaStreamCreateWithFlags,0,635,29549,29549,20,mnistCUDNN_impr
301466489,1373,cudaStreamCreateWithFlags,0,636,29549,29549,20,mnistCUDNN_impr
301467987,1400,cudaStreamCreateWithFlags,0,637,29549,29549,20,mnistCUDNN_impr
301469509,1317,cudaStreamCreateWithFlags,0,638,29549,29549,20,mnistCUDNN_impr
301470943,1312,cudaStreamCreateWithFlags,0,639,29549,29549,20,mnistCUDNN_impr
301472373,1632,cudaStreamCreateWithFlags,0,640,29549,29549,20,mnistCUDNN_impr
301474318,85130,cudaMalloc,0,641,29549,29549,20,mnistCUDNN_impr
301563360,27610,cudaMemsetAsync,0,642,29549,29549,20,mnistCUDNN_impr
301591394,1557,cudaEventCreateWithFlags,0,643,29549,29549,20,mnistCUDNN_impr
301593273,683425,cudaHostAlloc,0,644,29549,29549,20,mnistCUDNN_impr
304248009,712,cuGetProcAddress,0,646,29549,29549,20,mnistCUDNN_impr
304248972,414,cuGetProcAddress,0,647,29549,29549,20,mnistCUDNN_impr
304249508,158,cuGetProcAddress,0,648,29549,29549,20,mnistCUDNN_impr
304249761,296,cuGetProcAddress,0,649,29549,29549,20,mnistCUDNN_impr
304250160,295,cuGetProcAddress,0,650,29549,29549,20,mnistCUDNN_impr
304250551,276,cuGetProcAddress,0,651,29549,29549,20,mnistCUDNN_impr
304250923,235,cuGetProcAddress,0,652,29549,29549,20,mnistCUDNN_impr
304251253,562,cuGetProcAddress,0,653,29549,29549,20,mnistCUDNN_impr
304251920,254,cuGetProcAddress,0,654,29549,29549,20,mnistCUDNN_impr
304252270,309,cuGetProcAddress,0,655,29549,29549,20,mnistCUDNN_impr
304252675,297,cuGetProcAddress,0,656,29549,29549,20,mnistCUDNN_impr
304253069,291,cuGetProcAddress,0,657,29549,29549,20,mnistCUDNN_impr
304253454,184,cuGetProcAddress,0,658,29549,29549,20,mnistCUDNN_impr
304253732,362,cuGetProcAddress,0,659,29549,29549,20,mnistCUDNN_impr
304254192,263,cuGetProcAddress,0,660,29549,29549,20,mnistCUDNN_impr
304254552,222,cuGetProcAddress,0,661,29549,29549,20,mnistCUDNN_impr
304254869,235,cuGetProcAddress,0,662,29549,29549,20,mnistCUDNN_impr
304255215,233,cuGetProcAddress,0,663,29549,29549,20,mnistCUDNN_impr
304255543,210,cuGetProcAddress,0,664,29549,29549,20,mnistCUDNN_impr
304255851,230,cuGetProcAddress,0,665,29549,29549,20,mnistCUDNN_impr
304256178,132,cuGetProcAddress,0,666,29549,29549,20,mnistCUDNN_impr
304256407,240,cuGetProcAddress,0,667,29549,29549,20,mnistCUDNN_impr
304256746,241,cuGetProcAddress,0,668,29549,29549,20,mnistCUDNN_impr
304257083,161,cuGetProcAddress,0,669,29549,29549,20,mnistCUDNN_impr
304257345,211,cuGetProcAddress,0,670,29549,29549,20,mnistCUDNN_impr
304257654,99,cuGetProcAddress,0,671,29549,29549,20,mnistCUDNN_impr
304257856,103,cuGetProcAddress,0,672,29549,29549,20,mnistCUDNN_impr
304258126,209,cuGetProcAddress,0,673,29549,29549,20,mnistCUDNN_impr
304258495,154,cuGetProcAddress,0,674,29549,29549,20,mnistCUDNN_impr
304258748,115,cuGetProcAddress,0,675,29549,29549,20,mnistCUDNN_impr
304258957,89,cuGetProcAddress,0,676,29549,29549,20,mnistCUDNN_impr
304259137,75,cuGetProcAddress,0,677,29549,29549,20,mnistCUDNN_impr
304259312,255,cuGetProcAddress,0,678,29549,29549,20,mnistCUDNN_impr
304259665,152,cuGetProcAddress,0,679,29549,29549,20,mnistCUDNN_impr
304259913,244,cuGetProcAddress,0,680,29549,29549,20,mnistCUDNN_impr
304260253,239,cuGetProcAddress,0,681,29549,29549,20,mnistCUDNN_impr
304260590,131,cuGetProcAddress,0,682,29549,29549,20,mnistCUDNN_impr
304260822,299,cuGetProcAddress,0,683,29549,29549,20,mnistCUDNN_impr
304261216,187,cuGetProcAddress,0,684,29549,29549,20,mnistCUDNN_impr
304261500,109,cuGetProcAddress,0,685,29549,29549,20,mnistCUDNN_impr
304261705,97,cuGetProcAddress,0,686,29549,29549,20,mnistCUDNN_impr
304261896,150,cuGetProcAddress,0,687,29549,29549,20,mnistCUDNN_impr
304262140,110,cuGetProcAddress,0,688,29549,29549,20,mnistCUDNN_impr
304262345,119,cuGetProcAddress,0,689,29549,29549,20,mnistCUDNN_impr
304262558,179,cuGetProcAddress,0,690,29549,29549,20,mnistCUDNN_impr
304262831,209,cuGetProcAddress,0,691,29549,29549,20,mnistCUDNN_impr
304263133,130,cuGetProcAddress,0,692,29549,29549,20,mnistCUDNN_impr
304263362,97,cuGetProcAddress,0,693,29549,29549,20,mnistCUDNN_impr
304263552,192,cuGetProcAddress,0,694,29549,29549,20,mnistCUDNN_impr
304263836,155,cuGetProcAddress,0,695,29549,29549,20,mnistCUDNN_impr
304264096,171,cuGetProcAddress,0,696,29549,29549,20,mnistCUDNN_impr
304264359,201,cuGetProcAddress,0,697,29549,29549,20,mnistCUDNN_impr
304264655,87,cuGetProcAddress,0,698,29549,29549,20,mnistCUDNN_impr
304264840,88,cuGetProcAddress,0,699,29549,29549,20,mnistCUDNN_impr
304265025,163,cuGetProcAddress,0,700,29549,29549,20,mnistCUDNN_impr
304265357,93,cuGetProcAddress,0,701,29549,29549,20,mnistCUDNN_impr
304265551,244,cuGetProcAddress,0,702,29549,29549,20,mnistCUDNN_impr
304265889,122,cuGetProcAddress,0,703,29549,29549,20,mnistCUDNN_impr
304266123,197,cuGetProcAddress,0,704,29549,29549,20,mnistCUDNN_impr
304266424,139,cuGetProcAddress,0,705,29549,29549,20,mnistCUDNN_impr
304266660,175,cuGetProcAddress,0,706,29549,29549,20,mnistCUDNN_impr
304266933,114,cuGetProcAddress,0,707,29549,29549,20,mnistCUDNN_impr
304267144,254,cuGetProcAddress,0,708,29549,29549,20,mnistCUDNN_impr
304267495,186,cuGetProcAddress,0,709,29549,29549,20,mnistCUDNN_impr
304267777,187,cuGetProcAddress,0,710,29549,29549,20,mnistCUDNN_impr
304268060,121,cuGetProcAddress,0,711,29549,29549,20,mnistCUDNN_impr
304268282,121,cuGetProcAddress,0,712,29549,29549,20,mnistCUDNN_impr
304268498,95,cuGetProcAddress,0,713,29549,29549,20,mnistCUDNN_impr
304268821,113,cuGetProcAddress,0,714,29549,29549,20,mnistCUDNN_impr
304269020,111,cuGetProcAddress,0,715,29549,29549,20,mnistCUDNN_impr
304269221,230,cuGetProcAddress,0,716,29549,29549,20,mnistCUDNN_impr
304269546,92,cuGetProcAddress,0,717,29549,29549,20,mnistCUDNN_impr
304269731,214,cuGetProcAddress,0,718,29549,29549,20,mnistCUDNN_impr
304270039,176,cuGetProcAddress,0,719,29549,29549,20,mnistCUDNN_impr
304270310,207,cuGetProcAddress,0,720,29549,29549,20,mnistCUDNN_impr
304270609,172,cuGetProcAddress,0,721,29549,29549,20,mnistCUDNN_impr
304270874,143,cuGetProcAddress,0,722,29549,29549,20,mnistCUDNN_impr
304271110,98,cuGetProcAddress,0,723,29549,29549,20,mnistCUDNN_impr
304271302,226,cuGetProcAddress,0,724,29549,29549,20,mnistCUDNN_impr
304271635,257,cuGetProcAddress,0,725,29549,29549,20,mnistCUDNN_impr
304271989,178,cuGetProcAddress,0,726,29549,29549,20,mnistCUDNN_impr
304272263,121,cuGetProcAddress,0,727,29549,29549,20,mnistCUDNN_impr
304272479,112,cuGetProcAddress,0,728,29549,29549,20,mnistCUDNN_impr
304272687,215,cuGetProcAddress,0,729,29549,29549,20,mnistCUDNN_impr
304272996,81,cuGetProcAddress,0,730,29549,29549,20,mnistCUDNN_impr
304273182,142,cuGetProcAddress,0,731,29549,29549,20,mnistCUDNN_impr
304273418,115,cuGetProcAddress,0,732,29549,29549,20,mnistCUDNN_impr
304273630,95,cuGetProcAddress,0,733,29549,29549,20,mnistCUDNN_impr
304273818,86,cuGetProcAddress,0,734,29549,29549,20,mnistCUDNN_impr
304273998,88,cuGetProcAddress,0,735,29549,29549,20,mnistCUDNN_impr
304274180,77,cuGetProcAddress,0,736,29549,29549,20,mnistCUDNN_impr
304274350,97,cuGetProcAddress,0,737,29549,29549,20,mnistCUDNN_impr
304274542,88,cuGetProcAddress,0,738,29549,29549,20,mnistCUDNN_impr
304274731,414,cuGetProcAddress,0,739,29549,29549,20,mnistCUDNN_impr
304275240,111,cuGetProcAddress,0,740,29549,29549,20,mnistCUDNN_impr
304275448,88,cuGetProcAddress,0,741,29549,29549,20,mnistCUDNN_impr
304275628,83,cuGetProcAddress,0,742,29549,29549,20,mnistCUDNN_impr
304275806,87,cuGetProcAddress,0,743,29549,29549,20,mnistCUDNN_impr
304275988,78,cuGetProcAddress,0,744,29549,29549,20,mnistCUDNN_impr
304276158,145,cuGetProcAddress,0,745,29549,29549,20,mnistCUDNN_impr
304276396,83,cuGetProcAddress,0,746,29549,29549,20,mnistCUDNN_impr
304276573,228,cuGetProcAddress,0,747,29549,29549,20,mnistCUDNN_impr
304276895,105,cuGetProcAddress,0,748,29549,29549,20,mnistCUDNN_impr
304277107,182,cuGetProcAddress,0,749,29549,29549,20,mnistCUDNN_impr
304277382,102,cuGetProcAddress,0,750,29549,29549,20,mnistCUDNN_impr
304277591,150,cuGetProcAddress,0,751,29549,29549,20,mnistCUDNN_impr
304277843,89,cuGetProcAddress,0,752,29549,29549,20,mnistCUDNN_impr
304278024,147,cuGetProcAddress,0,753,29549,29549,20,mnistCUDNN_impr
304278266,85,cuGetProcAddress,0,754,29549,29549,20,mnistCUDNN_impr
304278441,147,cuGetProcAddress,0,755,29549,29549,20,mnistCUDNN_impr
304278681,82,cuGetProcAddress,0,756,29549,29549,20,mnistCUDNN_impr
304278856,152,cuGetProcAddress,0,757,29549,29549,20,mnistCUDNN_impr
304279101,83,cuGetProcAddress,0,758,29549,29549,20,mnistCUDNN_impr
304279269,108,cuGetProcAddress,0,759,29549,29549,20,mnistCUDNN_impr
304279472,103,cuGetProcAddress,0,760,29549,29549,20,mnistCUDNN_impr
304279665,79,cuGetProcAddress,0,761,29549,29549,20,mnistCUDNN_impr
304279838,80,cuGetProcAddress,0,762,29549,29549,20,mnistCUDNN_impr
304280012,84,cuGetProcAddress,0,763,29549,29549,20,mnistCUDNN_impr
304280191,74,cuGetProcAddress,0,764,29549,29549,20,mnistCUDNN_impr
304280360,106,cuGetProcAddress,0,765,29549,29549,20,mnistCUDNN_impr
304280561,89,cuGetProcAddress,0,766,29549,29549,20,mnistCUDNN_impr
304280743,91,cuGetProcAddress,0,767,29549,29549,20,mnistCUDNN_impr
304280928,76,cuGetProcAddress,0,768,29549,29549,20,mnistCUDNN_impr
304281110,253,cuGetProcAddress,0,769,29549,29549,20,mnistCUDNN_impr
304281456,192,cuGetProcAddress,0,770,29549,29549,20,mnistCUDNN_impr
304281742,92,cuGetProcAddress,0,771,29549,29549,20,mnistCUDNN_impr
304281928,89,cuGetProcAddress,0,772,29549,29549,20,mnistCUDNN_impr
304282114,101,cuGetProcAddress,0,773,29549,29549,20,mnistCUDNN_impr
304282306,177,cuGetProcAddress,0,774,29549,29549,20,mnistCUDNN_impr
304282578,397,cuGetProcAddress,0,775,29549,29549,20,mnistCUDNN_impr
304283070,173,cuGetProcAddress,0,776,29549,29549,20,mnistCUDNN_impr
304283336,78,cuGetProcAddress,0,777,29549,29549,20,mnistCUDNN_impr
304283513,113,cuGetProcAddress,0,778,29549,29549,20,mnistCUDNN_impr
304283719,169,cuGetProcAddress,0,779,29549,29549,20,mnistCUDNN_impr
304284053,112,cuGetProcAddress,0,780,29549,29549,20,mnistCUDNN_impr
304284260,123,cuGetProcAddress,0,781,29549,29549,20,mnistCUDNN_impr
304284478,265,cuGetProcAddress,0,782,29549,29549,20,mnistCUDNN_impr
304284838,94,cuGetProcAddress,0,783,29549,29549,20,mnistCUDNN_impr
304285030,142,cuGetProcAddress,0,784,29549,29549,20,mnistCUDNN_impr
304285265,102,cuGetProcAddress,0,785,29549,29549,20,mnistCUDNN_impr
304285459,105,cuGetProcAddress,0,786,29549,29549,20,mnistCUDNN_impr
304285656,183,cuGetProcAddress,0,787,29549,29549,20,mnistCUDNN_impr
304285933,105,cuGetProcAddress,0,788,29549,29549,20,mnistCUDNN_impr
304286130,173,cuGetProcAddress,0,789,29549,29549,20,mnistCUDNN_impr
304286395,114,cuGetProcAddress,0,790,29549,29549,20,mnistCUDNN_impr
304286603,118,cuGetProcAddress,0,791,29549,29549,20,mnistCUDNN_impr
304286815,113,cuGetProcAddress,0,792,29549,29549,20,mnistCUDNN_impr
304287021,125,cuGetProcAddress,0,793,29549,29549,20,mnistCUDNN_impr
304287238,97,cuGetProcAddress,0,794,29549,29549,20,mnistCUDNN_impr
304287426,135,cuGetProcAddress,0,795,29549,29549,20,mnistCUDNN_impr
304287652,123,cuGetProcAddress,0,796,29549,29549,20,mnistCUDNN_impr
304287861,151,cuGetProcAddress,0,797,29549,29549,20,mnistCUDNN_impr
304288106,110,cuGetProcAddress,0,798,29549,29549,20,mnistCUDNN_impr
304288309,180,cuGetProcAddress,0,799,29549,29549,20,mnistCUDNN_impr
304288581,104,cuGetProcAddress,0,800,29549,29549,20,mnistCUDNN_impr
304288778,88,cuGetProcAddress,0,801,29549,29549,20,mnistCUDNN_impr
304288957,91,cuGetProcAddress,0,802,29549,29549,20,mnistCUDNN_impr
304289148,129,cuGetProcAddress,0,803,29549,29549,20,mnistCUDNN_impr
304289367,122,cuGetProcAddress,0,804,29549,29549,20,mnistCUDNN_impr
304289583,145,cuGetProcAddress,0,805,29549,29549,20,mnistCUDNN_impr
304289821,118,cuGetProcAddress,0,806,29549,29549,20,mnistCUDNN_impr
304290047,106,cuGetProcAddress,0,807,29549,29549,20,mnistCUDNN_impr
304290247,125,cuGetProcAddress,0,808,29549,29549,20,mnistCUDNN_impr
304290466,291,cuGetProcAddress,0,809,29549,29549,20,mnistCUDNN_impr
304290851,134,cuGetProcAddress,0,810,29549,29549,20,mnistCUDNN_impr
304291078,256,cuGetProcAddress,0,811,29549,29549,20,mnistCUDNN_impr
304291426,95,cuGetProcAddress,0,812,29549,29549,20,mnistCUDNN_impr
304291612,119,cuGetProcAddress,0,813,29549,29549,20,mnistCUDNN_impr
304291826,118,cuGetProcAddress,0,814,29549,29549,20,mnistCUDNN_impr
304292036,102,cuGetProcAddress,0,815,29549,29549,20,mnistCUDNN_impr
304292235,109,cuGetProcAddress,0,816,29549,29549,20,mnistCUDNN_impr
304292436,101,cuGetProcAddress,0,817,29549,29549,20,mnistCUDNN_impr
304292628,99,cuGetProcAddress,0,818,29549,29549,20,mnistCUDNN_impr
304292820,113,cuGetProcAddress,0,819,29549,29549,20,mnistCUDNN_impr
304293027,148,cuGetProcAddress,0,820,29549,29549,20,mnistCUDNN_impr
304293269,74,cuGetProcAddress,0,821,29549,29549,20,mnistCUDNN_impr
304293435,125,cuGetProcAddress,0,822,29549,29549,20,mnistCUDNN_impr
304293653,117,cuGetProcAddress,0,823,29549,29549,20,mnistCUDNN_impr
304293861,171,cuGetProcAddress,0,824,29549,29549,20,mnistCUDNN_impr
304294124,169,cuGetProcAddress,0,825,29549,29549,20,mnistCUDNN_impr
304294384,94,cuGetProcAddress,0,826,29549,29549,20,mnistCUDNN_impr
304294570,149,cuGetProcAddress,0,827,29549,29549,20,mnistCUDNN_impr
304294810,86,cuGetProcAddress,0,828,29549,29549,20,mnistCUDNN_impr
304294989,83,cuGetProcAddress,0,829,29549,29549,20,mnistCUDNN_impr
304295163,124,cuGetProcAddress,0,830,29549,29549,20,mnistCUDNN_impr
304295381,111,cuGetProcAddress,0,831,29549,29549,20,mnistCUDNN_impr
304295583,86,cuGetProcAddress,0,832,29549,29549,20,mnistCUDNN_impr
304295763,104,cuGetProcAddress,0,833,29549,29549,20,mnistCUDNN_impr
304295960,79,cuGetProcAddress,0,834,29549,29549,20,mnistCUDNN_impr
304296132,97,cuGetProcAddress,0,835,29549,29549,20,mnistCUDNN_impr
304296321,105,cuGetProcAddress,0,836,29549,29549,20,mnistCUDNN_impr
304296522,91,cuGetProcAddress,0,837,29549,29549,20,mnistCUDNN_impr
304296707,116,cuGetProcAddress,0,838,29549,29549,20,mnistCUDNN_impr
304296916,106,cuGetProcAddress,0,839,29549,29549,20,mnistCUDNN_impr
304297131,104,cuGetProcAddress,0,840,29549,29549,20,mnistCUDNN_impr
304297326,81,cuGetProcAddress,0,841,29549,29549,20,mnistCUDNN_impr
304297498,108,cuGetProcAddress,0,842,29549,29549,20,mnistCUDNN_impr
304297701,106,cuGetProcAddress,0,843,29549,29549,20,mnistCUDNN_impr
304297899,114,cuGetProcAddress,0,844,29549,29549,20,mnistCUDNN_impr
304298105,102,cuGetProcAddress,0,845,29549,29549,20,mnistCUDNN_impr
304298298,124,cuGetProcAddress,0,846,29549,29549,20,mnistCUDNN_impr
304298515,165,cuGetProcAddress,0,847,29549,29549,20,mnistCUDNN_impr
304298773,115,cuGetProcAddress,0,848,29549,29549,20,mnistCUDNN_impr
304298980,110,cuGetProcAddress,0,849,29549,29549,20,mnistCUDNN_impr
304299183,90,cuGetProcAddress,0,850,29549,29549,20,mnistCUDNN_impr
304299368,98,cuGetProcAddress,0,851,29549,29549,20,mnistCUDNN_impr
304299557,87,cuGetProcAddress,0,852,29549,29549,20,mnistCUDNN_impr
304299737,81,cuGetProcAddress,0,853,29549,29549,20,mnistCUDNN_impr
304299913,79,cuGetProcAddress,0,854,29549,29549,20,mnistCUDNN_impr
304300085,78,cuGetProcAddress,0,855,29549,29549,20,mnistCUDNN_impr
304300254,113,cuGetProcAddress,0,856,29549,29549,20,mnistCUDNN_impr
304300458,102,cuGetProcAddress,0,857,29549,29549,20,mnistCUDNN_impr
304300645,123,cuGetProcAddress,0,858,29549,29549,20,mnistCUDNN_impr
304300940,119,cuGetProcAddress,0,859,29549,29549,20,mnistCUDNN_impr
304301152,168,cuGetProcAddress,0,860,29549,29549,20,mnistCUDNN_impr
304301411,94,cuGetProcAddress,0,861,29549,29549,20,mnistCUDNN_impr
304301596,163,cuGetProcAddress,0,862,29549,29549,20,mnistCUDNN_impr
304301852,139,cuGetProcAddress,0,863,29549,29549,20,mnistCUDNN_impr
304302083,118,cuGetProcAddress,0,864,29549,29549,20,mnistCUDNN_impr
304302301,120,cuGetProcAddress,0,865,29549,29549,20,mnistCUDNN_impr
304302514,116,cuGetProcAddress,0,866,29549,29549,20,mnistCUDNN_impr
304302721,106,cuGetProcAddress,0,867,29549,29549,20,mnistCUDNN_impr
304302919,105,cuGetProcAddress,0,868,29549,29549,20,mnistCUDNN_impr
304303116,104,cuGetProcAddress,0,869,29549,29549,20,mnistCUDNN_impr
304303314,120,cuGetProcAddress,0,870,29549,29549,20,mnistCUDNN_impr
304303528,118,cuGetProcAddress,0,871,29549,29549,20,mnistCUDNN_impr
304303743,91,cuGetProcAddress,0,872,29549,29549,20,mnistCUDNN_impr
304303942,108,cuGetProcAddress,0,873,29549,29549,20,mnistCUDNN_impr
304304143,93,cuGetProcAddress,0,874,29549,29549,20,mnistCUDNN_impr
304304331,106,cuGetProcAddress,0,875,29549,29549,20,mnistCUDNN_impr
304304532,101,cuGetProcAddress,0,876,29549,29549,20,mnistCUDNN_impr
304304727,88,cuGetProcAddress,0,877,29549,29549,20,mnistCUDNN_impr
304304906,163,cuGetProcAddress,0,878,29549,29549,20,mnistCUDNN_impr
304305164,173,cuGetProcAddress,0,879,29549,29549,20,mnistCUDNN_impr
304305430,104,cuGetProcAddress,0,880,29549,29549,20,mnistCUDNN_impr
304305626,123,cuGetProcAddress,0,881,29549,29549,20,mnistCUDNN_impr
304305840,166,cuGetProcAddress,0,882,29549,29549,20,mnistCUDNN_impr
304306099,276,cuGetProcAddress,0,883,29549,29549,20,mnistCUDNN_impr
304306469,97,cuGetProcAddress,0,884,29549,29549,20,mnistCUDNN_impr
304306661,117,cuGetProcAddress,0,885,29549,29549,20,mnistCUDNN_impr
304306866,113,cuGetProcAddress,0,886,29549,29549,20,mnistCUDNN_impr
304307082,132,cuGetProcAddress,0,887,29549,29549,20,mnistCUDNN_impr
304307309,126,cuGetProcAddress,0,888,29549,29549,20,mnistCUDNN_impr
304307530,123,cuGetProcAddress,0,889,29549,29549,20,mnistCUDNN_impr
304307749,142,cuGetProcAddress,0,890,29549,29549,20,mnistCUDNN_impr
304307986,126,cuGetProcAddress,0,891,29549,29549,20,mnistCUDNN_impr
304308206,119,cuGetProcAddress,0,892,29549,29549,20,mnistCUDNN_impr
304308420,125,cuGetProcAddress,0,893,29549,29549,20,mnistCUDNN_impr
304308638,121,cuGetProcAddress,0,894,29549,29549,20,mnistCUDNN_impr
304308854,109,cuGetProcAddress,0,895,29549,29549,20,mnistCUDNN_impr
304309057,109,cuGetProcAddress,0,896,29549,29549,20,mnistCUDNN_impr
304309262,142,cuGetProcAddress,0,897,29549,29549,20,mnistCUDNN_impr
304309501,167,cuGetProcAddress,0,898,29549,29549,20,mnistCUDNN_impr
304309763,199,cuGetProcAddress,0,899,29549,29549,20,mnistCUDNN_impr
304310065,132,cuGetProcAddress,0,900,29549,29549,20,mnistCUDNN_impr
304310293,146,cuGetProcAddress,0,901,29549,29549,20,mnistCUDNN_impr
304310533,158,cuGetProcAddress,0,902,29549,29549,20,mnistCUDNN_impr
304310790,160,cuGetProcAddress,0,903,29549,29549,20,mnistCUDNN_impr
304311045,128,cuGetProcAddress,0,904,29549,29549,20,mnistCUDNN_impr
304311263,114,cuGetProcAddress,0,905,29549,29549,20,mnistCUDNN_impr
304311471,109,cuGetProcAddress,0,906,29549,29549,20,mnistCUDNN_impr
304311673,97,cuGetProcAddress,0,907,29549,29549,20,mnistCUDNN_impr
304311865,97,cuGetProcAddress,0,908,29549,29549,20,mnistCUDNN_impr
304312056,108,cuGetProcAddress,0,909,29549,29549,20,mnistCUDNN_impr
304312259,131,cuGetProcAddress,0,910,29549,29549,20,mnistCUDNN_impr
304312485,248,cuGetProcAddress,0,911,29549,29549,20,mnistCUDNN_impr
304312833,208,cuGetProcAddress,0,912,29549,29549,20,mnistCUDNN_impr
304313139,104,cuGetProcAddress,0,913,29549,29549,20,mnistCUDNN_impr
304313340,106,cuGetProcAddress,0,914,29549,29549,20,mnistCUDNN_impr
304313541,88,cuGetProcAddress,0,915,29549,29549,20,mnistCUDNN_impr
304313739,101,cuGetProcAddress,0,916,29549,29549,20,mnistCUDNN_impr
304313945,101,cuGetProcAddress,0,917,29549,29549,20,mnistCUDNN_impr
304314139,185,cuGetProcAddress,0,918,29549,29549,20,mnistCUDNN_impr
304314418,159,cuGetProcAddress,0,919,29549,29549,20,mnistCUDNN_impr
304314667,148,cuGetProcAddress,0,920,29549,29549,20,mnistCUDNN_impr
304314908,127,cuGetProcAddress,0,921,29549,29549,20,mnistCUDNN_impr
304315128,113,cuGetProcAddress,0,922,29549,29549,20,mnistCUDNN_impr
304315334,95,cuGetProcAddress,0,923,29549,29549,20,mnistCUDNN_impr
304315523,111,cuGetProcAddress,0,924,29549,29549,20,mnistCUDNN_impr
304315729,112,cuGetProcAddress,0,925,29549,29549,20,mnistCUDNN_impr
304315936,109,cuGetProcAddress,0,926,29549,29549,20,mnistCUDNN_impr
304316139,90,cuGetProcAddress,0,927,29549,29549,20,mnistCUDNN_impr
304316323,107,cuGetProcAddress,0,928,29549,29549,20,mnistCUDNN_impr
304316523,103,cuGetProcAddress,0,929,29549,29549,20,mnistCUDNN_impr
